id_request,latitude,longitude
46231da0f99,-12.120343,-77.033763
35595398d49,-12.11824,-77.004243
76f20a5755a,-12.11882,-77.017784
d3c7b6b9b04,-12.084804,-76.99749
a0ed9fdb559,-12.111111,-76.984589
15ab6e8e0c6,-12.124877,-77.00119
21f000bd545,-12.124877,-77.00119
5ae9e4b6fcd,-12.105803,-77.038933
b010a807d90,-12.036874,-77.001167
34f16538520,-12.036874,-77.001167
d18a05fa1f7,-12.02171,-77.108201
fad15633194,-12.136568,-76.983602
cdeb5f655fd,-12.120583,-76.985527
2f35512fc92,-12.113091,-76.99098
08d8bcfdba4,-12.113008,-76.990794
4af8f68d448,-12.120583,-76.985527
1ea5cf61c85,-12.173784,-77.014485
5e7418e4a61,-12.073272,-76.954913
d8939931c55,-12.080782,-77.037555
67cbe094a62,-12.080782,-77.037555
aa6616b2029,-12.080782,-77.037555
99c0f6cd45a,-12.181452,-77.012512
cc0ade937b6,-12.173209,-76.96302
22f24b86fc0,-12.158177,-76.973358
652c0aae9e9,-12.181452,-77.012512
5db0ae5f02c,-12.173209,-76.96302
24da772fb75,-12.184758,-77.00692
1917255effe,-12.041406,-76.953285
19660408ada,-12.173209,-76.96302
b040523f61e,-12.173209,-76.96302
89135f22b22,-12.16993,-76.968307
a8f6de66918,-12.041406,-76.953285
d0e05def29b,-12.173209,-76.96302
3a98349043e,-12.077217,-77.092827
969d448da4e,-12.062951,-77.097046
9231c515bed,-12.145656,-77.00238
dd7ed98c7de,-11.996867,-77.116219
3fecb1afdbf,-12.145656,-77.00238
8e17d111673,-11.996706,-77.115494
5ddf1c004a6,-12.203299,-76.948214
63243269432,-12.06733,-76.945183
388482e8883,-12.168861,-77.024574
99f590c857c,-12.06729,-76.945244
9c6b80709fb,-12.142027,-76.989902
cb21f53ae36,-12.092804,-77.038578
ac8c1927476,-12.17994,-77.019071
6fa3915d150,-12.086064,-77.055425
a8ea364e165,-12.107828,-77.023405
a05333f3b3b,-12.086064,-77.055425
0564ac0c856,-12.089755,-77.042617
09c222a5d5e,-12.089755,-77.042617
bdb4fe23a51,-12.078565,-77.047349
528d2494aec,-12.048048,-77.034199
3512a2f9432,-12.096384,-77.02714
3a84365dd6d,-12.108827,-77.038575
2253720455f,-12.075295,-77.049541
764f594c4bc,-12.073881,-77.050835
f0a73c374ca,-12.089755,-77.042617
c0dbdfb683e,-12.089755,-77.042617
f453b7f807a,-12.099918,-77.006157
113ea04f87f,-12.075914,-77.052505
5b7cfd228db,-12.108827,-77.038575
ba93e5ac1fc,-12.089755,-77.042617
520b53936d7,-12.089755,-77.042617
5119f43eb03,-12.128678,-77.000329
19d9dfdab56,-12.096296,-77.027087
77a3b750a10,-12.052501,-77.055486
c088066cdb0,-12.073452,-77.050558
c83c60990c8,-12.076982,-77.090396
22c311b08b7,-12.096311,-77.027289
a66b096ed84,-12.089755,-77.042617
c817eafee47,-12.091927,-77.041562
806544de6a9,-12.126807,-77.013815
342a6aad1b2,-12.089755,-77.042617
ed14b084c4c,-12.108827,-77.038575
29b200fab22,-12.089755,-77.042617
c812426be24,-12.089755,-77.042617
35f332b0be2,-12.107633,-77.018388
16580886691,-12.104384,-76.962027
6d5d5f06d04,-12.067262,-77.07075
5e623b1841d,-12.002729,-77.068576
c572006f1d7,-12.002612,-77.068605
2d353c23206,-12.076411,-77.026744
61c0a026e46,-12.0945,-77.0101
db1e05a9c27,-12.05578,-77.043814
b3aafc69c2b,-12.052438,-77.043951
12f4276b62a,-11.999602,-77.10474
fa4922cfdbe,-11.999602,-77.10474
865ace9cdf9,-12.099955,-76.971733
a3591b50061,-12.016891,-77.093046
026b2deebd6,-12.016961,-77.093038
2af6d3f5382,-12.016891,-77.093046
a1c26370aae,-12.016924,-77.093032
3fcec6712db,-12.07437,-77.099981
04e8c0f197d,-12.016891,-77.093046
7eb2bdd007d,-12.016891,-77.093046
c380383be90,-12.117941,-77.036396
66e43f7a4b4,-12.079992,-77.019531
240ae7f6a42,-12.090893,-77.003838
d3ef31313c3,-12.079992,-77.019531
28e6001ba13,-12.090893,-77.003838
6c0224280d5,-12.148484,-77.022771
a522955f6a7,-12.0887,-76.962967
6e3ffc89f2f,-12.0887,-76.962967
715ada37414,-12.088869,-76.962982
439071fbc60,-12.088869,-76.962982
85bbe6a3a40,-12.093089,-77.024502
c80e2b3ff02,-12.068777,-76.957314
3f4c216b3e4,-12.107237,-77.009707
db4ab653334,-12.107237,-77.009707
f109d06bc7f,-12.045005,-76.969182
41e83c4c261,-12.045005,-76.969182
87cb7fe7c01,-12.045005,-76.969182
3791fe0444e,-12.104723,-76.957044
dd2557891b6,-12.091193,-77.07106
846ae0e0c07,-12.14045,-77.02276
278eee10188,-12.14045,-77.02276
ade4c24379a,-12.086285,-77.064155
8b9a246b98b,-12.093679,-77.059506
99d3b4975af,-12.073116,-77.059183
6e7dc13a757,-12.086285,-77.064155
22b7d493621,-12.049756,-77.012965
75dc6517d18,-12.146947,-76.995687
580f93c3813,-12.049305,-77.07502
aa3ea783990,-12.049305,-77.07502
a7607982fe0,-12.058344,-77.028595
82491d71327,-12.175817,-77.000826
19ce9b9259e,-12.066323,-77.116127
923fd233fae,-12.124955,-77.036415
67673bbef48,-12.124955,-77.036415
3f214b192bd,-12.120082,-77.027626
32860e8e9cc,-12.093977,-77.026283
4d1d4d4b2a8,-12.124955,-77.036415
14ad336e39c,-12.124955,-77.036415
feb9e9598a0,-12.093977,-77.026283
cf3cec981a3,-11.969572,-77.059107
e377eadf96f,-11.995661,-77.066757
4d3ed3a42cb,-12.078152,-76.990503
5fcb05bb392,-12.078107,-76.990498
7a7c6129800,-12.099164,-76.970055
e0548c3464d,-12.111724,-77.03194
1b0df565332,-12.096782,-77.072006
09ad911c0a9,-12.096782,-77.072006
d251ec654b2,-12.086144,-77.007675
b91f4f512e9,-12.129658,-77.023369
2c47b81622a,-12.121941,-77.028885
76196c7cfe6,-12.122995,-77.029022
cb7ab0a86e5,-12.134912,-76.996635
0babf1d1bc3,-12.119335,-77.026344
461acb28016,-12.139945,-76.999275
9a6bce8e7dc,-12.123829,-77.025146
65bd0d6a57c,-12.101568,-77.026581
25bdd31e2f2,-12.122995,-77.029022
4c094d8fb0b,-12.147395,-76.985163
2133974e00f,-12.068982,-77.074296
95beb4d9788,-12.097286,-77.032657
98b704923f1,-12.147377,-76.985159
fc9dda3dcb4,-12.147284,-76.985109
563eea5291e,-12.074992,-77.078079
f1383a37ddc,-12.074992,-77.078079
0f40713693a,-12.074992,-77.078079
56d7df853ba,-12.092032,-77.050621
e7a02519f6e,-12.069686,-76.967233
0f0bf4966bc,-12.084461,-76.973957
e2fc01e3264,-12.025592,-76.984717
06451903d86,-12.113814,-77.031888
2cfd7159690,-12.100531,-77.001943
526504cf4b5,-12.075773,-77.033935
f6e5acf5901,-12.094607,-77.026189
3130e0e3565,-12.104379,-77.033241
b94ad9d056e,-12.113154,-76.991529
cb57af101c1,-12.095137,-77.02182
6c9a0c51799,-12.112775,-77.031227
e0122a1a088,-12.091758,-77.000833
91053cfc287,-12.068852,-76.960384
c4e12c31f39,-12.068852,-76.960384
04311bf37db,-12.10253,-77.002568
21748861c94,-12.105738,-76.954009
82219664eb4,-12.068852,-76.960384
65b4cbfcc81,-12.10253,-77.002568
a3c496ba682,-12.092376,-76.92318
75d7129f347,-12.092376,-76.92318
9247a9f9423,-12.147746,-77.019806
a56263bb2bf,-12.148826,-77.020973
0efc25a1019,-12.122132,-77.033508
7fb33890d98,-12.069688,-77.047684
28b025b567e,-12.124938,-77.036987
3def3d5910a,-12.074776,-77.034729
a3f80ec7276,-12.1872,-77.007919
f6ee54038ca,-12.087245,-77.050034
ddd41613b32,-12.087245,-77.050034
deb59788fb3,-12.088922,-77.028175
80ec64cfdf9,-12.088922,-77.028175
d1b1ca51be3,-12.123541,-77.032579
100c68ede1c,-12.1236,-77.03791
fd6ec855834,-12.1316,-76.98435
1e1db567ccb,-11.93749,-77.07154
11a120868aa,-11.95163,-77.08785
e41e17fc8ef,-11.92347,-77.07862
9220dc84741,-12.070754,-77.110625
1043f3da549,-12.070754,-77.110625
ede3b46ab7d,-12.089025,-77.024223
e4debcf8dd4,-12.103465,-77.030052
0ab133dbdf6,-12.097977,-76.992409
faff245157c,-12.142445,-77.003957
b544ec5ef41,-12.142445,-77.003957
a9245d7e78a,-12.142445,-77.003957
47335914374,-12.142445,-77.003957
c463691c7c0,-12.111826,-77.002168
333f57cdb7a,-12.142445,-77.003957
b6e3624bd40,-12.143989,-77.014107
9f4af535e8a,-12.144047,-77.014198
3550bd3501e,-12.143954,-77.015732
66d1c031af5,-12.143989,-77.014107
7a950abe515,-12.143549,-77.015358
b000a4ffc9d,-12.01097,-76.99685
b0ddba29f99,-12.0619,-76.95431
52c919a87d1,-12.08906,-77.02287
749a524499d,-12.09257,-77.02683
dafacc09530,-12.08297,-76.96996
5b18400d9e2,-12.09257,-77.02683
0102a7a8bf4,-12.089215,-77.03388
311f2a52b48,-12.086824,-77.004081
3b8d24dc4d3,-12.095137,-77.021821
d8642101efa,-11.956683,-76.982723
d0bc6ac8ba6,-12.09045,-77.01814
d6fe4de2d6f,-12.086824,-77.004081
d0929bcbbc0,-12.095137,-77.021821
86a7b80ba7c,-12.080273,-77.004699
66babdf91cf,-12.07339,-77.07383
e3009e1f7f8,-12.07339,-77.07383
13215b19c33,-12.08629,-77.064211
8b2435800df,-12.071304,-77.058834
7438a7b5c64,-12.08629,-77.064211
bd818577543,-12.071304,-77.058834
945808fa3c3,-12.08629,-77.064211
61e62d2929e,-12.071304,-77.058834
b7b36c83227,-12.071068,-77.05935
9e58bc0f938,-12.08629,-77.064211
7a8c348fdda,-12.071304,-77.058834
6e19bf54049,-12.08629,-77.064211
95543e5e3fb,-12.071304,-77.058834
8a8ffc965a5,-12.08629,-77.064211
2d80516f22e,-12.071304,-77.058834
ffe9dace09d,-12.08629,-77.064211
05724684bc0,-12.085341,-77.062462
40d4524bf90,-12.085644,-77.078138
4307075f0bb,-12.08629,-77.064211
455917b20f4,-12.012906,-77.07946
4eda231ac61,-12.033792,-77.094818
6e78d66a97f,-12.119485,-76.993076
52e7550a375,-12.119485,-76.993076
508abcb4b3c,-12.119485,-76.993076
6b8c0397cef,-12.11484,-77.034642
7a7e1e1f850,-12.080483,-77.041376
a340e82fcf2,-12.121147,-77.030236
a2550515841,-12.088654,-76.998752
92077e3a618,-12.064971,-76.960945
78be38d1742,-12.064971,-76.960945
57d726dcc27,-12.064971,-76.960945
3329f7001af,-12.084959,-76.991856
7f99b06deff,-12.006948,-77.103369
6f8fd2ea3bf,-11.996003,-77.062415
dc500b75e99,-11.957646,-77.069343
e1e67efb412,-11.95841,-77.069226
1d39e047cac,-12.0063,-77.104281
79eec6e3bef,-11.957622,-77.069353
5062d917119,-12.006978,-77.103367
1d0de141f7d,-12.0063,-77.104281
926a786791a,-12.006106,-77.103825
567816e0f50,-11.990011,-77.065315
6c89a484878,-12.111945,-77.050671
a760c950c5a,-12.111945,-77.050671
4b82a3a4d15,-12.116723,-77.029215
ae85e3c655a,-12.111945,-77.050671
aec70f93373,-12.116495,-77.028876
aede267bdbe,-12.111945,-77.050671
6694bbafb5e,-12.111945,-77.050671
8aa960c3f6c,-12.111945,-77.050671
56acd056d61,-12.088848,-77.035022
3ff9ddb1fc7,-12.089423,-77.038175
0cda1ca70b5,-12.054773,-77.042047
df2aaeba58a,-12.048773,-77.035003
42bb979e5e7,-12.089423,-77.038175
a2e95b51853,-12.089292,-77.038191
cb0844c8b2f,-12.060008,-77.037494
07b90db0e31,-12.089292,-77.038191
6e53b744781,-12.089349,-77.038189
7d70cc1fdd4,-12.089292,-77.038191
e42a1bbb0f1,-12.048761,-77.03499
62fa679bee8,-12.102859,-77.038051
081941637a3,-12.102859,-77.038051
3d8309bd858,-12.105903,-77.038615
74afc622f83,-12.102859,-77.038051
e3123171d51,-12.091929,-77.082129
9963f2069fc,-12.079281,-77.047279
2435254828,-12.079281,-77.047279
e3413bde066,-12.079281,-77.047279
a177d774c7e,-12.05895,-77.116775
38d6eb13f9c,-12.116448,-77.013775
bdc45e55350,-12.176558,-77.020907
be033359bbd,-12.131728,-77.029934
895f5893ccf,-12.116448,-77.013775
410a216b301,-12.176558,-77.020907
82dbea80fba,-12.120229,-77.001236
88a90818a89,-12.068051,-77.07766
36aadba3f51,-12.069103,-77.078236
a1534fd6ee1,-12.111479,-76.982079
b0b2baef821,-12.068051,-77.07766
8348045b6fc,-12.111479,-76.982079
588fd865589,-12.111479,-76.982079
3d2a3fd802f,-12.111479,-76.982079
00c62e1d34a,-12.111479,-76.982079
afdaa91a1cb,-12.111479,-76.982079
3e28a657ffc,-11.953581,-77.066841
5d176d68e33,-12.116531,-77.029161
d8b2c97259b,-12.086093,-77.044105
ac73445f0d6,-12.068977,-77.069419
213e7989865,-12.086179,-77.044093
b49f49fe702,-12.074248,-77.058568
fb1fd4b6ebd,-12.089779,-77.057309
12434f8e3ba,-12.071256,-76.970852
733c93e42de,-12.074248,-77.058568
db17a07af65,-12.086043,-77.044192
9adbf8e1d98,-12.071256,-76.970852
84b1b45f55a,-11.953497,-77.066806
aa2aa7387b5,-12.086226,-77.044072
760f0134da1,-12.065826,-77.030514
24744a35918,-12.074248,-77.058568
3b2f8043b25,-12.047617,-77.089361
9204e6ca2ac,-12.047507,-77.089192
903f3616c54,-12.092361,-77.06324
e71be6c0c10,-12.077685,-77.082716
f7cb03a4d9a,-12.089221,-77.057591
ed9cd368f42,-12.074248,-77.058568
7f84a6df48d,-12.071256,-76.970852
0aef91e889d,-12.074248,-77.058568
35e0bb58566,-12.086093,-77.044105
6717017318d,-12.086093,-77.044105
fc4587c73ad,-12.074248,-77.058568
3725ac51fc7,-12.074248,-77.058568
d0b04e36c47,-12.074248,-77.058568
ab8bcfef949,-12.047543,-77.089408
02832418c52,-12.074248,-77.058568
8d85fc338f2,-12.077685,-77.082716
31a0c9a28a1,-12.114412,-77.030786
05a27049764,-12.13787,-76.990527
8257ae94f96,-12.117249,-76.977016
db709aeb09d,-12.097353,-77.037972
aa90942754d,-12.097353,-77.037972
1e8eef05120,-12.101259,-76.97695
4812b50bea3,-12.097353,-77.037972
b71025d6088,-12.097222,-77.038401
2b530c6fe4a,-12.101019,-76.976687
8280ba07374,-12.097387,-77.038555
db4912f8c46,-12.130913,-77.031149
51252b5e991,-12.093064,-77.040966
373f8b12bf6,-12.07216,-77.0481
f4497bd8541,-12.05395,-77.0794
8ea47562dd2,-12.084599,-77.095133
7c32272367c,-12.10903,-77.01614
902b1635982,-12.135829,-77.012383
51e71913f15,-12.127823,-77.000864
0b3f89e3eb7,-12.135829,-77.012383
ed240416e75,-12.306378,-76.845143
2cb5b947ace,-12.135829,-77.012383
2e44cf5d735,-12.135829,-77.012383
48ccdffd6a1,-12.135829,-77.012383
c5c7439ba6d,-12.135829,-77.012383
ebdf9c627fa,-12.059292,-76.96712
af4f62bc152,-12.135829,-77.012383
50549a5aeb3,-12.135829,-77.012383
3f0443e6371,-12.135829,-77.012383
de0ae5ea0a3,-12.135829,-77.012383
eac7c8306ea,-12.135829,-77.012383
73e9e90e400,-12.135829,-77.012383
9507d1ffe04,-12.135829,-77.012383
b591fa79225,-12.154818,-76.992508
c4c4a3a0972,-12.138563,-77.020136
440ef5f8daf,-12.070948,-77.059155
697e67a197a,-12.13889,-77.022282
4175714d5f6,-12.078335,-77.094777
237ce41ea85,-12.024344,-77.000712
91f272d8982,-12.078335,-77.094777
e437d52a28c,-16.373014,-71.54615
ecf312acb55,-16.373014,-71.54615
b9eac86813e,-12.119401,-77.036789
f2ed452e588,-12.1213,-77.036133
318679fcf30,-12.097046,-77.008034
6f047d722d8,-12.069552,-76.935364
1726e369980,-12.147077,-77.01757
99005ec5802,-12.13495,-77.025318
0431f84acba,-16.393424,-71.5306
0a7fa5ea18f,-16.396223,-71.545203
42a2c5591b1,-12.080749,-76.987424
f7251f92cbb,-12.120866,-76.996757
7baad586cd5,-12.115317,-77.028167
94f7717d0f8,-12.104939,-77.063934
bf6c4b7e932,-12.097744,-77.0744
d9f711f3f7b,-12.097744,-77.0744
7b84e2c9230,-12.097744,-77.0744
ef6f5488c5a,-12.123153,-77.019371
301ffdc0965,-12.097744,-77.0744
b8edfb34ec5,-12.12451,-77.020081
af61856dad9,-12.104939,-77.063934
e4f2fab82b3,-12.123112,-77.019188
82aa19f58cb,-11.982297,-77.082352
ab3be57dc14,-12.070686,-77.075775
f1ff0a72cff,-12.042772,-77.120171
d6616aeef65,-12.070686,-77.075775
0c47b7986d7,-12.042772,-77.120171
bf4f5f0657c,-12.118561,-77.016217
ab3884a5e2d,-12.085733,-77.025543
91263b82e17,-12.085733,-77.025543
6ae7de490e8,-12.106585,-77.056773
6268a22b61e,-12.150633,-77.02076
099dc57017b,-12.096804,-77.072811
2517f3c916a,-12.057416,-77.066666
9973aeeafc4,-12.057416,-77.066666
0511d2450e2,-12.109711,-76.942131
8a1078eb693,-12.057416,-77.066666
d9107d9fb8d,-12.096216,-76.951843
66523cbf132,-12.109662,-76.942039
cda3b1c1e3c,-12.109711,-76.942131
157bd79dde6,-12.057416,-77.066666
c23c3eeebf7,-12.057416,-77.066666
cdf8806e5a9,-12.057416,-77.066666
d74a761fb66,-12.109662,-76.942039
95effad9d5e,-12.109662,-76.942039
4d93993b5b9,-12.109662,-76.942039
4dbdcbec664,-12.109662,-76.942039
971a68348fa,-12.109049,-76.808708
b845835cbec,-12.109662,-76.942039
d4ba0b02cb6,-12.109711,-76.942131
1d7a4eac808,-12.109662,-76.942039
7e1f73817e0,-12.109049,-76.808708
478453187a4,-12.057416,-77.066666
ecc5a9701ea,-12.10219,-76.963638
40f0f8e34b8,-12.058043,-77.068596
18c1c74d33b,-12.10219,-76.963638
e808d32c854,-12.109662,-76.942039
a4ede9fff20,-12.058043,-77.068596
16c7a469c8a,-12.057416,-77.066666
74b25a78d12,-12.070326,-76.883812
bb7e3131dee,-12.070702,-76.883278
1aa8f496ab2,-12.092361,-77.064827
40c69a4eb14,-12.070702,-76.883278
2f9dc381bb0,-12.070702,-76.883278
f0b56354377,-12.070326,-76.883812
d65cc9c4405,-12.089954,-77.085581
2738e3b359a,-12.089954,-77.085581
d479b7a7d7b,-12.056807,-77.03656
55246ffd63e,-12.089954,-77.085581
18aabd785d2,-12.065346,-77.072363
43434e31182,-12.089954,-77.085581
f8e7b537b4a,-12.089954,-77.085581
b728612189c,-12.073394,-76.952058
a03a3090843,-12.089954,-77.085581
744e0ccd6b6,-12.089954,-77.085581
61b0b0dd52b,-12.145423,-77.017685
96904080c6f,-12.145423,-77.017685
31efd1eddf2,-12.145423,-77.017685
740116d0eb2,-12.145423,-77.017685
fbff8e73d76,-12.18746,-76.983162
731312abf1b,-12.145423,-77.017685
70895009cf8,-12.126173,-76.990203
18ec26799f8,-12.126173,-76.990203
1fe7d4e3518,-12.08943,-77.016939
35a57c9c3f0,-12.123461,-76.985503
afe6ebfb800,-12.100657,-76.996232
171892655cc,-12.128286,-76.994749
fb000be15e7,-12.129285,-76.995192
88b799ac697,-12.134902,-76.992093
b1339596351,-12.123241,-76.985555
f5c67287c52,-12.129285,-76.995192
529a6d61906,-12.128417,-76.993922
ffe58afc9ad,-12.134897,-76.992091
61e8055c796,-12.129285,-76.995192
dc8fd799982,-12.129285,-76.995192
233e4c54ed3,-12.08943,-77.016939
0cbdabcd6cc,-12.118782,-76.990997
cc696e17de7,-12.119971,-77.011208
698ec69b641,-12.107419,-77.031914
65d2802da87,-12.118602,-76.991005
ebc729f3a70,-12.118602,-76.991005
d0421c94199,-12.118602,-76.991005
6fa3133ad75,-12.118602,-76.991005
52158de8f7d,-12.112296,-77.011614
1bbf207d600,-12.112296,-77.011614
d000605c154,-12.112296,-77.011614
25caeadf5bd,-12.112296,-77.011614
52800a243a2,-12.118602,-76.991005
5397e35abcf,-12.112296,-77.011614
6d1bdce1569,-12.118782,-76.990997
9f52126a67f,-12.112296,-77.011614
12b7bf70427,-12.081299,-77.078201
c80cdefb32b,-12.089238,-76.956192
7554e3ab503,-12.130268,-76.971985
e33e9fc215d,-12.130268,-76.971985
4c8e7e4c045,-12.089238,-76.956192
37ad5661c39,-12.203408,-77.009865
81087947f3e,-12.055952,-77.036823
7b01db79419,-12.06653,-77.076889
6a199f1db6e,-12.120971,-77.022522
1eb73db8343,-12.119208,-77.025894
c6e868a3c46,-12.116061,-77.028282
450b87f12c0,-12.09605,-76.993057
db017c1c734,-12.105709,-77.031003
41afdff7b3d,-12.105329,-76.943001
c7dd57429d1,-12.127739,-76.988464
3e4a0ead251,-12.127739,-76.988464
dc7138568fb,-12.105329,-76.943001
135014a4765,-12.111201,-76.984688
b159749b42b,-12.127773,-76.987823
582b088f92d,-12.127739,-76.988464
8e4e47d43f6,-12.105329,-76.943001
9d82637c6ce,-12.105329,-76.943001
bf4fc81fd2e,-12.127739,-76.988464
69d8de74a87,-12.12123,-77.025948
cb0e0b98136,-12.127739,-76.988464
d462d6b3605,-12.093817,-77.00296
7b19010a2ab,-12.105329,-76.943001
bcedeee8c2d,-12.127739,-76.988464
b86f5a0d5b9,-12.171511,-76.997022
c4c8d73863f,-12.153223,-76.974679
cf43a558822,-12.126514,-77.017129
e8b821b0aed,-12.154335,-76.983265
66fe9a90211,-12.211563,-76.944332
a597821aef5,-12.211563,-76.944332
6be9d2f3df1,-12.127919,-77.000485
838fcc9cc7d,-12.211563,-76.944332
c68255676ff,-12.085022,-77.048708
d0c2108f557,-12.121706,-77.036197
92e2bef0921,-12.078514,-77.054815
bf771522b75,-12.08654,-76.995116
6301a78bbda,-12.036643,-77.033156
ca0dd6e8eb2,-12.040286,-76.993704
22bf95e8b7c,-12.157527,-76.989502
0add2a57f46,-12.119582,-77.024791
9253021cc3c,-12.158094,-76.989233
db461180900,-12.129545,-76.982059
74647a1e1d4,-12.129789,-76.982322
77330ac8995,-12.147053,-77.021606
2075e729782,-12.118971,-77.024791
ce645dec532,-12.118971,-77.024791
31e97e4c4cd,-12.125277,-76.977862
a80831ecf3c,-12.093012,-77.053484
6439b84e01b,-12.119629,-77.024604
a18cad6248c,-12.091578,-77.039436
cfb8c370119,-12.091578,-77.039436
0a2ac89fbe9,-12.091578,-77.039436
0e299b14524,-12.091578,-77.039436
34147ab8a10,-12.091578,-77.039436
5cd33b9ea76,-12.091578,-77.039436
2969c870597,-12.049702,-77.027504
013f95456df,-11.86352,-77.067085
bf2ff89ee2b,-12.038049,-77.002693
6954580a2c0,-12.049787,-77.027626
39f268952fd,-12.038049,-77.002693
6ec77fda610,-12.11125,-76.989883
d4a86005598,-12.039758,-77.04159
7c579c0efa7,-12.18413,-76.97572
8f6db9cc14f,-12.156062,-76.981855
105f73ce470,-12.156062,-76.981855
84ea9957dd5,-12.156062,-76.981855
4a1671785bb,-12.087186,-77.071503
63073d97682,-12.087285,-77.063957
cf97b4cfa30,-12.087285,-77.063957
6e3fe1be8f0,-12.087285,-77.063957
a64d6b5139a,-12.076612,-77.026939
aa55b83a0e4,-12.087285,-77.063957
51165cfc762,-12.087285,-77.063957
2303d57aeb4,-12.088824,-77.050735
d50352edff0,-12.007583,-77.056581
aaa5fea1233,-12.049928,-77.003296
296cce07976,-12.110833,-77.037073
5e584e9d6cc,-12.049928,-77.003296
e9ba900ac82,-12.049928,-77.003296
97104373a84,-12.007583,-77.056581
f615ff603b8,-12.049928,-77.003296
171af87e635,-12.087629,-77.050102
51671ad09c9,-12.087629,-77.050102
84d5a487579,-12.109367,-77.035881
cdcd59dca55,-12.049928,-77.003296
32f20b95687,-12.049928,-77.003296
a7546c1cd6e,-12.088101,-77.050011
351e6b2b41f,-12.113255,-76.972527
b9b05e50ec2,-12.094868,-76.995514
